Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-699103215;2012-03-19 11:17;Queued;Awaiting Assignment;E_7; C;G162;2nd;Medium;PROD473;in;INDIA;-
1-699103215;2012-03-19 11:38;Accepted;In Progress;E_7; C;G165;2nd;Medium;PROD473;in;INDIA;-
1-699103215;2012-03-29 12:11;Queued;Awaiting Assignment;E_7; C;G162;2nd;Medium;PROD473;in;INDIA;-
1-699103215;2012-03-30 08:40;Accepted;In Progress;E_7; C;G165;2nd;Medium;PROD473;in;INDIA;-
1-699103215;2012-04-04 14:15;Queued;Awaiting Assignment;; C;G163;3rd;Medium;PROD473;in;Sweden;Stefan
1-699103215;2012-04-05 16:46;Accepted;In Progress;E_7; C;G157;2nd;Medium;PROD473;in;Sweden;Stefan
1-699103215;2012-04-05 16:46;Accepted;In Progress;E_7; C;G157;2nd;Medium;PROD473;in;Sweden;Stefan
1-699103215;2012-04-05 16:47;Completed;Closed;E_7; C;G157;2nd;Medium;PROD473;in;Sweden;Stefan
1-699661601;2012-03-30 08:55;Queued;Awaiting Assignment;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-699661601;2012-04-02 09:11;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-699661601;2012-04-02 09:12;Completed;Closed;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-700362905;2012-03-21 11:06;Accepted;In Progress;C_6; C;G278;3rd;Major;PROD802;se;Sweden;Mikael
1-700362905;2012-03-23 17:21;Completed;Closed;C_6; C;G278;3rd;Major;PROD802;se;Sweden;Mikael
1-700498223;2012-03-30 11:06;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Srinivasan
1-700498223;2012-03-30 11:10;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-700498223;2012-04-16 16:30;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Srinivasan
1-700498223;2012-04-16 16:46;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-700498223;2012-04-20 08:03;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Srinivasan
1-700498223;2012-04-20 09:00;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-700498223;2012-04-20 10:05;Accepted;Wait;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-700498223;2012-04-25 14:38;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-700498223;2012-04-25 14:54;Completed;Closed;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Rijin
1-701429911;2012-03-23 04:02;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Krzysztof
1-701429911;2012-03-23 04:05;Accepted;Assigned;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Krzysztof
1-701429911;2012-03-26 12:38;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Krzysztof
1-701429911;2012-03-28 11:23;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Krzysztof
1-701429911;2012-04-10 08:50;Completed;Closed;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Krzysztof
1-702304430;2012-03-26 08:57;Accepted;In Progress;C_6; C;G268;3rd;High;PROD802;se;Sweden;Christer
1-702304430;2012-05-09 15:34;Completed;Closed;C_6; C;G268;3rd;High;PROD802;se;Sweden;Christer
1-702482271;2012-03-26 13:37;Queued;Awaiting Assignment;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-703190797;2012-03-29 09:02;Accepted;In Progress;V3_2; C;G365;1st;Medium;PROD815;se;Sweden;Jonas
1-703190797;2012-03-29 09:02;Queued;Awaiting Assignment;E_5; C;G92;1st;Medium;PROD815;se;INDIA;Vinodhkumar
1-703190797;2012-03-29 10:46;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD815;se;Sweden;J÷rgen
1-703383433;2012-03-27 15:03;Accepted;In Progress;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-703383433;2012-05-10 21:03;Accepted;In Progress;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-703383433;2012-05-10 21:04;Completed;Closed;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-703399394;2012-03-27 15:12;Accepted;In Progress;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-703399394;2012-03-27 15:18;Queued;Awaiting Assignment;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-703399394;2012-03-28 14:14;Accepted;In Progress;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-703399394;2012-03-28 14:14;Completed;Closed;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-703540157;2012-03-27 19:05;Accepted;In Progress;E_7; C;G165;2nd;Medium;PROD671;in;INDIA;-
1-703540157;2012-03-27 19:14;Queued;Awaiting Assignment;E_7; C;G165;2nd;Medium;PROD671;in;INDIA;-
1-703540157;2012-03-27 19:23;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Srinivasan
1-703540157;2012-03-30 11:09;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Rijin
1-703540157;2012-04-10 09:35;Queued;Awaiting Assignment;E_7; C;G165;2nd;Medium;PROD671;in;INDIA;-
1-703540157;2012-05-09 05:09;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD671;in;Sweden;Praveen
1-703540157;2012-05-09 05:30;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD671;in;Sweden;Umar Farooque
1-703540157;2012-05-09 05:51;Queued;Awaiting Assignment;E_7; C;G165;2nd;Medium;PROD671;in;INDIA;-
1-703540157;2012-05-09 12:16;Accepted;In Progress;E_7; C;G165;2nd;Medium;PROD671;in;INDIA;-
1-703540157;2012-05-09 13:39;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Srinivasan
1-703540157;2012-05-10 02:32;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Rijin
1-703540157;2012-05-10 02:33;Accepted;Wait;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Rijin
1-703540157;2012-05-10 06:22;Queued;Awaiting Assignment;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Srinivasan
1-703540157;2012-05-15 22:58;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Rijin
1-703540157;2012-05-25 16:36;Completed;Closed;E_10; B;G230;2nd;Medium;PROD671;in;INDIA;Rijin
1-704229584;2012-03-28 16:06;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;J÷rgen
1-704229584;2012-05-09 07:56;Completed;Closed;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;J÷rgen
1-704650867;2012-03-29 07:29;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-704650867;2012-03-29 07:38;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-704650867;2012-03-29 08:36;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Partha
1-704650867;2012-03-29 08:38;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-704650867;2012-03-29 12:36;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;se;Sweden;Pascal
1-704650867;2012-04-20 14:46;Accepted;Wait;C_6; C;G273;3rd;High;PROD802;se;Sweden;Pascal
1-704650867;2012-05-04 13:51;Completed;Closed;C_6; C;G273;3rd;High;PROD802;se;Sweden;Pascal
1-704703712;2012-03-29 10:00;Accepted;In Progress;E_1; C;G55;2nd;High;PROD597;be;Belgium;Peter
1-704703712;2012-03-29 10:09;Queued;Awaiting Assignment;E_1; C;G55;2nd;High;PROD597;be;Belgium;Peter
1-704977245;2012-03-29 15:39;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-704977245;2012-03-29 15:49;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-704977245;2012-03-29 16:05;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-704977245;2012-04-25 16:57;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-705847575;2012-03-30 13:30;Accepted;In Progress;C_6; C;G273;3rd;Low;PROD802;se;Sweden;Pascal
1-705847575;2012-03-30 13:37;Completed;Closed;C_6; C;G273;3rd;Low;PROD802;se;Sweden;Pascal
1-706866666;2012-04-02 10:41;Accepted;In Progress;A2_3; A2;S35;2nd;Low;PROD551;se;Sweden;Ann-Charlotte
1-706866666;2012-04-11 09:26;Completed;Closed;A2_3; A2;S35;2nd;Low;PROD551;se;Sweden;Ann-Charlotte
1-706988783;2012-04-02 14:07;Accepted;In Progress;; G4;S33;2nd;High;PROD397;se;Sweden;Hòkan
1-706988783;2012-05-09 12:51;Completed;Closed;; G4;S33;2nd;High;PROD397;se;Sweden;Hòkan
1-707300171;2012-04-02 18:18;Accepted;In Progress;E_4; C;G88;2nd;Low;PROD802;in;USA;Robert
1-707300171;2012-04-02 18:19;Accepted;In Progress;E_4; C;G88;2nd;Low;PROD802;in;USA;Robert
1-707300171;2012-04-03 12:41;Queued;Awaiting Assignment;E_4; C;G88;2nd;Low;PROD802;in;USA;Robert
1-707300171;2012-04-04 16:03;Queued;Awaiting Assignment;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Prasad
1-707300171;2012-04-10 12:43;Queued;Awaiting Assignment;E_4; C;G88;2nd;Low;PROD802;in;USA;Robert
1-707300171;2012-04-16 11:50;Accepted;Assigned;E_4; C;G88;2nd;Low;PROD802;in;INDIA;Hineesh
1-707300171;2012-04-17 22:37;Queued;Awaiting Assignment;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Prasad
1-707300171;2012-04-18 07:32;Accepted;In Progress;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Jitender
1-707300171;2012-05-17 15:45;Accepted;In Progress;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Jitender
1-707300171;2012-05-17 16:01;Accepted;Wait;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Jitender
1-707300171;2012-05-22 10:32;Completed;Closed;E_10; C;G263;2nd;Low;PROD802;in;Sweden;Jitender
1-707623601;2012-04-03 09:10;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-707623601;2012-04-03 10:01;Accepted;Wait;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-707623601;2012-04-03 11:17;Completed;Closed;E_5; C;G75;1st;Medium;PROD327;in;INDIA;Mohsin
1-707693471;2012-04-03 11:14;Accepted;In Progress;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Aneesh V
1-707693471;2012-04-09 20:28;Completed;Closed;E_10; B;G230;2nd;Medium;PROD424;in;INDIA;Aneesh V
1-707704098;2012-04-03 11:24;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-707704098;2012-05-04 12:46;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-708716045;2012-04-04 12:02;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Rickard
1-708716045;2012-04-18 08:08;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Rickard
1-709552565;2012-04-05 12:13;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-709552565;2012-04-05 12:37;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-709552565;2012-04-05 12:41;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Pankaj
1-709552565;2012-04-17 16:23;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-710109531;2012-04-06 11:11;Accepted;In Progress;A2_2; A2;T13;2nd;Medium;PROD200;fr;POLAND;Anna
1-710109531;2012-04-06 13:26;Completed;Closed;A2_2; A2;T13;2nd;Medium;PROD200;fr;POLAND;Anna
1-710114300;2012-04-06 10:34;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;fr;Sweden;Praveen
1-710114300;2012-04-06 10:45;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;fr;Sweden;Praveen
1-710114300;2012-04-06 11:10;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;fr;Sweden;Pankaj
1-710114300;2012-04-06 11:11;Accepted;Assigned;E_10; C;G271;2nd;High;PROD802;fr;Sweden;Raja
1-710114300;2012-04-06 12:54;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;fr;Sweden;Martin
1-710114300;2012-04-10 15:54;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;fr;France;Aurelien
1-710114300;2012-04-10 16:05;Queued;Awaiting Assignment;E_6; C;V29;2nd;High;PROD802;fr;France;Bruno
1-710114300;2012-04-16 10:18;Accepted;In Progress;E_6; C;V29;2nd;High;PROD802;fr;France;Bruno
1-712856449;2012-04-09 07:37;Accepted;In Progress;C_3; C;G211;3rd;Medium;PROD325;se;Sweden;Inger
1-712856449;2012-04-09 07:39;Queued;Awaiting Assignment;C_3; C;G211;3rd;Medium;PROD325;se;Sweden;Inger
1-712856449;2012-04-09 08:02;Accepted;In Progress;C_3; C;G211;3rd;Medium;PROD325;se;INDIA;Amar
1-712856449;2012-04-16 10:59;Completed;Closed;C_3; C;G211;3rd;Medium;PROD325;se;INDIA;Amar
1-713106267;2012-04-10 01:03;Accepted;In Progress;E_6; B;S4;2nd;Major;PROD436;br;Brazil;Thiago
1-713106267;2012-05-15 22:33;Accepted;In Progress;E_6; B;S4;2nd;Major;PROD436;br;Brazil;Thiago
1-713106267;2012-05-15 22:46;Completed;Closed;E_6; B;S4;2nd;Major;PROD436;br;Brazil;Thiago
1-715638561;2012-04-10 12:37;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-715638561;2012-04-10 12:44;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-715638561;2012-04-10 13:09;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;se;Sweden;Pascal
1-715638561;2012-04-10 13:41;Completed;Closed;C_6; C;G273;3rd;High;PROD802;se;Sweden;Pascal
1-716154984;2012-04-11 07:38;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD791;in;Sweden;Rakesh
1-716154984;2012-04-11 07:40;Accepted;In Progress;E_10; C;G288;2nd;High;PROD791;in;Sweden;Tarun
1-716154984;2012-04-24 08:07;Completed;Closed;E_10; C;G288;2nd;High;PROD791;in;Sweden;Tarun
1-717222893;2012-04-12 14:35;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD327;se;Sweden;Gitt
1-717222893;2012-04-12 14:40;Queued;Awaiting Assignment;E_2; C;G57;2nd;Medium;PROD327;se;Sweden;Gitt
1-717275094;2012-04-12 15:12;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD327;se;Sweden;Gitt
1-717275094;2012-04-12 15:17;Queued;Awaiting Assignment;E_2; C;G57;2nd;Medium;PROD327;se;Sweden;Gitt
1-718132104;2012-04-13 16:58;Accepted;In Progress;E_10; B;G238;2nd;Medium;PROD209;in;INDIA;Murali
1-718132104;2012-04-19 11:58;Completed;Closed;E_10; B;G238;2nd;Medium;PROD209;in;INDIA;Murali
1-719199254;2012-04-16 12:57;Accepted;In Progress;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-04-20 15:05;Accepted;In Progress;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-04-20 15:06;Completed;Closed;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16 16:30;Accepted;In Progress;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16 16:32;Completed;Closed;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16 16:32;Accepted;In Progress;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16 16:32;Completed;Closed;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-17 12:33;Accepted;In Progress;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-17 12:34;Completed;Closed;; G4;G51;2nd;Medium;PROD319;se;Sweden;Harshavardhan
1-719999163;2012-04-17 06:46;Accepted;In Progress;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-719999163;2012-05-16 04:48;Completed;Closed;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-720069371;2012-04-17 09:12;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17 12:57;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17 14:41;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17 16:23;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-19 09:11;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-19 12:50;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-05-14 08:55;Completed;Closed;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-722674364;2012-04-18 20:54;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-18 21:00;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-18 22:45;Queued;Awaiting Assignment;E_10; C;G276;2nd;High;PROD802;pl;Sweden;Prasad
1-722674364;2012-04-19 07:51;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-25 16:54;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;pl;Sweden;Arun
1-722674364;2012-04-25 16:58;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;pl;Sweden;Martin
1-722674364;2012-05-07 13:13;Accepted;Assigned;C_6; C;G273;3rd;High;PROD802;pl;USA;Stephen
1-722674364;2012-05-07 13:45;Queued;Awaiting Assignment;A2_2; A2;N28;2nd;High;PROD802;pl;POLAND;Krzysztof
1-722688743;2012-04-19 04:54;Accepted;In Progress;A2_5; A2;N18;2nd;Medium;PROD789;cn;China;Anson
1-722688743;2012-04-19 06:58;Queued;Awaiting Assignment;A2_5; A2;N18;2nd;Medium;PROD789;cn;China;Anson
1-722688743;2012-05-24 04:31;Accepted;In Progress;A2_5; A2;N18;2nd;Medium;PROD789;cn;China;Anson
1-722688743;2012-05-24 04:31;Completed;Closed;A2_5; A2;N18;2nd;Medium;PROD789;cn;China;Anson
1-726517211;2012-04-19 08:15;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD821;be;Belgium;Peter
1-726517211;2012-04-19 08:15;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD821;be;Belgium;Peter
1-726517211;2012-04-19 08:16;Queued;Awaiting Assignment;E_5; C;G74;1st;Medium;PROD821;be;Belgium;Peter
1-726517211;2012-04-19 08:16;Accepted;In Progress;E_5; C;G74;1st;Medium;PROD821;be;Belgium;Peter
1-726517211;2012-04-19 08:18;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD821;be;Belgium;Peter
1-726760342;2012-04-19 12:36;Accepted;In Progress;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Lars
1-726760342;2012-04-19 12:37;Accepted;Wait;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Lars
1-726760342;2012-05-24 10:41;Completed;Closed;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Lars
1-726808501;2012-04-19 13:31;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Miroslaw
1-726808501;2012-05-23 15:56;Completed;Closed;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Miroslaw
1-728461114;2012-04-20 12:01;Accepted;In Progress;E_10; C;G288;2nd;High;PROD154;in;Sweden;Tarun
1-728461114;2012-05-07 14:41;Accepted;Wait;E_10; C;G288;2nd;High;PROD154;in;Sweden;Tarun
1-728461114;2012-05-18 20:14;Completed;Closed;E_10; C;G288;2nd;High;PROD154;in;Sweden;Tarun
1-728470722;2012-04-20 13:04;Accepted;In Progress;D_1; A2;G197;2nd;Major;PROD617;se;Sweden;?sa
1-728470722;2012-04-20 13:05;Accepted;Assigned;D_1; A2;G197;2nd;Major;PROD617;se;Sweden;?sa
1-728470722;2012-05-09 12:15;Accepted;Assigned;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;?sa
1-728470722;2012-05-29 13:18;Accepted;In Progress;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;?sa
1-728470722;2012-05-30 08:44;Completed;Closed;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;?sa
1-728641711;2012-04-20 17:13;Accepted;In Progress;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-728641711;2012-04-20 17:26;Queued;Awaiting Assignment;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-728641711;2012-04-23 19:26;Accepted;In Progress;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-728641711;2012-05-14 13:51;Completed;Closed;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-729711756;2012-04-23 14:24;Accepted;In Progress;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-729711756;2012-05-09 16:27;Completed;Closed;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-729826369;2012-04-23 15:56;Accepted;In Progress;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-729826369;2012-04-23 15:59;Completed;Closed;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-730084841;2012-04-23 23:48;Queued;Awaiting Assignment;C_6; C;G268;3rd;Major;PROD805;in;Sweden;Vesa
1-730084841;2012-04-24 00:08;Accepted;In Progress;E_10; C;G266;2nd;Major;PROD805;in;Sweden;Himanshu
1-730084841;2012-04-24 00:09;Completed;Closed;E_10; C;G266;2nd;Major;PROD805;in;Sweden;Himanshu
1-730084875;2012-04-24 00:05;Accepted;In Progress;C_6; C;G268;3rd;Major;PROD805;se;Sweden;Vesa
1-730084875;2012-04-24 00:06;Queued;Awaiting Assignment;C_6; C;G268;3rd;Major;PROD805;se;Sweden;Vesa
1-731792664;2012-04-25 09:34;Accepted;In Progress;E_8; C;G119;2nd;Medium;PROD597;in;Sweden;Bikshamaiah
1-731792664;2012-04-25 10:24;Completed;Closed;E_8; C;G119;2nd;Medium;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-25 09:50;Accepted;In Progress;E_8; C;G119;2nd;Medium;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-25 10:23;Accepted;In Progress;E_8; C;G119;2nd;Medium;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-30 11:29;Completed;Closed;E_8; C;G119;2nd;Medium;PROD597;in;Sweden;Bikshamaiah
1-732289301;2012-04-25 15:51;Accepted;In Progress;E_7; C;G162;2nd;High;PROD646;in;INDIA;-
1-732289301;2012-04-25 16:01;Queued;Awaiting Assignment;E_7; C;G162;2nd;High;PROD646;in;INDIA;-
1-732289301;2012-04-25 17:05;Accepted;Assigned;E_7; C;G162;2nd;High;PROD646;in;INDIA;Rajkishore
1-732289301;2012-05-22 13:24;Accepted;In Progress;E_7; C;G162;2nd;High;PROD646;in;INDIA;Rajkishore
1-732289301;2012-05-22 13:24;Completed;Closed;E_7; C;G162;2nd;High;PROD646;in;INDIA;Rajkishore
1-732357301;2012-04-25 17:18;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Rohit
1-732357301;2012-04-25 17:59;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Rohit
1-732357301;2012-05-14 12:05;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Rohit
1-732357301;2012-05-14 13:27;Completed;Closed;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Rohit
1-733562890;2012-04-27 09:01;Queued;Awaiting Assignment;E_10; B;G230;2nd;High;PROD424;se;INDIA;Srinivasan
1-733562890;2012-04-27 10:08;Accepted;In Progress;E_10; B;G230;2nd;High;PROD424;se;INDIA;Rijin
1-733562890;2012-04-30 14:24;Queued;Awaiting Assignment;C_6; C;G250;3rd;High;PROD424;se;Sweden;Tomas
1-733562890;2012-04-30 15:09;Accepted;In Progress;C_6; C;G250;3rd;High;PROD424;se;Sweden;Kenneth
1-733562890;2012-05-09 14:03;Accepted;Wait;C_6; C;G250;3rd;High;PROD424;se;Sweden;Kenneth
1-733562890;2012-05-23 13:55;Accepted;In Progress;C_6; C;G250;3rd;High;PROD424;se;Sweden;Tomas
1-733562890;2012-05-23 13:56;Completed;Closed;C_6; C;G250;3rd;High;PROD424;se;Sweden;Tomas
1-736351127;2012-04-30 04:27;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;in;Sweden;Praveen
1-736351127;2012-04-30 04:31;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;in;Sweden;Praveen
1-736351127;2012-04-30 05:15;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;in;Sweden;Martin
1-736351127;2012-04-30 09:34;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;in;Sweden;Martin
1-736351127;2012-04-30 09:34;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD802;in;Sweden;Rakesh
1-736351127;2012-04-30 09:36;Accepted;In Progress;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-736351127;2012-05-07 12:14;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD802;in;Sweden;Rakesh
1-736351127;2012-05-07 13:01;Accepted;In Progress;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-736351127;2012-05-07 14:40;Completed;Closed;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-736351222;2012-04-30 04:47;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;in;Sweden;Praveen
1-736351222;2012-04-30 04:55;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;in;Sweden;Praveen
1-736351222;2012-04-30 05:13;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;in;Sweden;Martin
1-736351222;2012-04-30 09:30;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;in;Sweden;Martin
1-736351222;2012-04-30 09:31;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD802;in;Sweden;Rakesh
1-736351222;2012-04-30 09:36;Accepted;In Progress;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-736351222;2012-05-07 12:16;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD802;in;Sweden;Rakesh
