Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-693357728;High;2012-03-29 14:12:42;Completed;Closed; C;E_4;G88;2nd;PROD348;us;Sweden;J÷rgen
1-693595201;Medium;2012-03-12 14:29:46;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-693895885;High;2012-03-06 14:08:23;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-693895885;High;2012-03-07 09:06:13;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-693895885;High;2012-04-17 20:30:19;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-693895885;High;2012-04-17 20:30:21;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;David
1-694222066;High;2012-03-07 08:35:03;Accepted;In Progress; B;C_6;S13;3rd;PROD802;in;INDIA;Ganesh
1-694222066;High;2012-03-07 08:43:10;Queued;Awaiting Assignment; B;C_6;S13;3rd;PROD802;in;INDIA;Ganesh
1-694222066;High;2012-04-27 10:11:17;Accepted;In Progress; B;C_6;S13;3rd;PROD802;in;INDIA;Anandgiri
1-694222066;High;2012-04-27 10:11:56;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-694222066;High;2012-05-10 13:47:34;Accepted;Assigned; C;E_10;G271;2nd;PROD802;in;Sweden;Gaurav
1-694222066;High;2012-05-10 15:10:34;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Gaurav
1-694222066;High;2012-05-10 15:11:04;Completed;Closed; C;E_10;G271;2nd;PROD802;in;Sweden;Gaurav
1-694385837;Major;2012-03-07 14:15:19;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-09 08:57:30;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-26 12:48:52;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-26 12:49:58;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28 12:46:45;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28 12:48:55;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28 12:48:56;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28 13:00:52;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694385837;Major;2012-03-28 16:42:57;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-694420679;Medium;2012-03-07 14:24:22;Accepted;In Progress; A2;A2_3;S21;2nd;PROD231;se;Sweden;Kristina
1-694420679;Medium;2012-04-11 13:36:11;Completed;Closed; A2;A2_3;S21;2nd;PROD231;se;Sweden;Kristina
1-694794065;Medium;2012-03-08 10:24:42;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-08 10:26:18;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-08 12:37:47;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-694794065;Medium;2012-03-22 14:27:32;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-694808152;Low;2012-03-08 10:58:51;Accepted;In Progress; A2;A2_3;S35;2nd;PROD368;se;Sweden;Ann-Charlotte
1-694808152;Low;2012-03-22 15:54:52;Completed;Closed; A2;A2_3;S35;2nd;PROD368;se;Sweden;Ann-Charlotte
1-694899814;Medium;2012-03-08 16:17:46;Queued;Awaiting Assignment; A2;A2_2;G167;2nd;PROD681;cn;Sweden;Tomas
1-694899814;Medium;2012-05-03 08:16:50;Accepted;In Progress; A2;A2_2;M1;2nd;PROD681;cn;Sweden;Tomas
1-694899814;Medium;2012-05-03 08:20:09;Completed;Closed; A2;A2_2;M1;2nd;PROD681;cn;Sweden;Tomas
1-695486321;Medium;2012-03-09 15:17:58;Accepted;In Progress; C;E_10;G288;2nd;PROD659;se;Sweden;Rakesh
1-695486321;Medium;2012-03-09 17:27:40;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD659;se;Sweden;Rakesh
1-695801720;Medium;2012-03-12 00:15:03;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-695801720;Medium;2012-03-12 00:16:23;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-695946177;Major;2012-03-12 09:09:09;Accepted;In Progress; A2;A2_3;U6;2nd;PROD153;se;Sweden;Agneta
1-695946177;Major;2012-03-13 19:23:55;Completed;Closed; A2;A2_3;U6;2nd;PROD153;se;Sweden;Agneta
1-696057890;Medium;2012-03-12 12:47:22;Accepted;In Progress; C;E_10;G285;2nd;PROD646;se;Belgium;Steve
1-696057890;Medium;2012-04-25 13:06:39;Completed;Closed; C;E_10;G285;2nd;PROD646;se;Belgium;Steve
1-696680265;High;2012-03-13 11:04:03;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-13 11:05:43;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-17 10:34:44;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD793;us;USA;Robert
1-696680265;High;2012-03-19 04:43:04;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-696680265;High;2012-03-19 04:44:40;Accepted;Wait; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-696680265;High;2012-04-12 13:43:49;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-696835891;Medium;2012-03-14 13:07:01;Queued;Awaiting Assignment; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-696835891;Medium;2012-03-14 14:13:40;Accepted;In Progress; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-696835891;Medium;2012-03-14 14:35:14;Completed;Closed; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-696839978;Major;2012-03-13 16:35:26;Accepted;In Progress; C;E_10;S51;2nd;PROD408;jp;Japan;Ryouhei
1-696839978;Major;2012-03-13 16:37:53;Accepted;Wait; C;E_10;S51;2nd;PROD408;jp;Japan;Ryouhei
1-696839978;Major;2012-04-10 03:48:53;Completed;Closed; C;E_10;S51;2nd;PROD408;jp;Japan;Ryouhei
1-697041731;High;2012-03-13 19:07:43;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-13 21:32:35;Accepted;Wait; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-13 21:33:09;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-28 12:23:16;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-697041731;High;2012-03-28 12:40:14;Completed;Closed; C;E_4;G88;2nd;PROD793;us;INDIA;Hineesh
1-697366925;Medium;2012-03-14 11:56:15;Accepted;In Progress; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-697366925;Medium;2012-04-23 14:52:14;Completed;Closed; G4;;S33;2nd;PROD448;se;Sweden;Samira
1-697458590;High;2012-03-14 15:00:26;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-697458590;High;2012-03-14 15:20:07;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-697458590;High;2012-03-14 15:52:11;Accepted;Assigned; C;E_10;G271;2nd;PROD802;se;Sweden;Rohit
1-697458590;High;2012-03-15 12:43:32;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-697458590;High;2012-03-15 15:41:16;Accepted;Assigned; C;C_6;G273;3rd;PROD802;se;Sweden;Lennart
1-697458590;High;2012-03-16 12:22:28;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Lennart
1-697458590;High;2012-03-16 12:48:25;Accepted;Assigned; C;C_6;G273;3rd;PROD802;se;Sweden;Steve
1-697458590;High;2012-03-16 12:49:45;Accepted;Wait; C;C_6;G273;3rd;PROD802;se;Sweden;Steve
1-697458590;High;2012-05-07 13:28:53;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Steve
1-697578650;Medium;2012-03-14 16:04:35;Accepted;In Progress; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-697578650;Medium;2012-03-16 10:45:58;Completed;Closed; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-697811404;High;2012-03-15 10:15:22;Accepted;In Progress; A2;A2_3;U6;2nd;PROD802;se;Sweden;Agneta
1-697811404;High;2012-03-15 10:34:49;Queued;Awaiting Assignment; A2;A2_3;U6;2nd;PROD802;se;Sweden;Agneta
1-698044001;Major;2012-03-15 15:13:24;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-03-15 15:17:08;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-03-15 15:51:42;Accepted;Assigned; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-04-10 13:52:27;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-698044001;Major;2012-04-10 13:53:04;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-698077265;High;2012-03-15 17:34:01;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-698077265;High;2012-03-15 17:37:07;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-698216063;Medium;2012-03-16 09:32:20;Accepted;In Progress; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-698216063;Medium;2012-03-16 09:34:29;Queued;Awaiting Assignment; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-698346154;Medium;2012-03-16 09:49:14;Accepted;In Progress; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-698346154;Medium;2012-03-16 09:53:10;Accepted;Wait; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-698346154;Medium;2012-03-16 12:56:17;Completed;Closed; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-698524631;Medium;2012-03-16 14:27:31;Accepted;In Progress; C;V3_3;N22;2nd;PROD209;us;USA;Kymaria
1-698524631;Medium;2012-03-23 18:42:08;Completed;Closed; C;V3_3;N22;2nd;PROD209;us;USA;Kymaria
1-698842669;Medium;2012-03-18 10:12:51;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18 10:14:01;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18 10:14:24;Completed;Closed; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-03-18 10:14:54;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-698842669;Medium;2012-04-18 12:24:24;Completed;Closed; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-698998499;Medium;2012-03-19 09:27:01;Accepted;In Progress; C;E_10;G288;2nd;PROD631;se;Sweden;Rakesh
1-698998499;Medium;2012-03-20 11:51:53;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD631;se;Sweden;Rakesh
1-698998499;Medium;2012-03-20 12:17:51;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD631;se;Sweden;Praveen
1-698998499;Medium;2012-03-20 12:24:06;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-03-20 12:35:50;Accepted;In Progress; C;C_6;G273;3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-03-28 13:52:47;Accepted;Wait; C;C_6;G273;3rd;PROD631;se;Sweden;Martin
1-698998499;Medium;2012-04-11 13:05:03;Completed;Closed; C;C_6;G273;3rd;PROD631;se;Sweden;Martin
1-699010040;Major;2012-03-19 09:22:37;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Christer
1-699010040;Major;2012-05-23 09:55:42;Completed;Closed; C;C_6;G268;3rd;PROD805;se;Sweden;Christer
1-699103215;Medium;2012-03-19 11:15:44;Accepted;In Progress; C;E_7;G162;2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-19 11:17:15;Queued;Awaiting Assignment; C;E_7;G162;2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-19 11:38:10;Accepted;In Progress; C;E_7;G165;2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-29 12:11:40;Queued;Awaiting Assignment; C;E_7;G162;2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-03-30 08:40:45;Accepted;In Progress; C;E_7;G165;2nd;PROD473;in;INDIA;-
1-699103215;Medium;2012-04-04 14:15:56;Queued;Awaiting Assignment; C;;G163;3rd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05 16:46:00;Accepted;In Progress; C;E_7;G157;2nd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05 16:46:11;Accepted;In Progress; C;E_7;G157;2nd;PROD473;in;Sweden;Stefan
1-699103215;Medium;2012-04-05 16:47:48;Completed;Closed; C;E_7;G157;2nd;PROD473;in;Sweden;Stefan
1-699661601;Medium;2012-03-30 08:55:19;Queued;Awaiting Assignment; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-699661601;Medium;2012-04-02 09:11:03;Accepted;In Progress; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-699661601;Medium;2012-04-02 09:12:02;Completed;Closed; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-700362905;Major;2012-03-21 11:06:24;Accepted;In Progress; C;C_6;G278;3rd;PROD802;se;Sweden;Mikael
1-700362905;Major;2012-03-23 17:21:13;Completed;Closed; C;C_6;G278;3rd;PROD802;se;Sweden;Mikael
1-700498223;Medium;2012-03-30 11:06:50;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-03-30 11:10:35;Accepted;In Progress; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-16 16:30:31;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-04-16 16:46:31;Accepted;In Progress; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-20 08:03:26;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-04-20 09:00:46;Accepted;In Progress; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-20 10:05:03;Accepted;Wait; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-25 14:38:30;Accepted;In Progress; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-25 14:54:28;Completed;Closed; B;E_10;G230;2nd;PROD424;in;INDIA;Rijin
1-701429911;Medium;2012-03-23 04:02:26;Accepted;In Progress; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-23 04:05:55;Accepted;Assigned; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-26 12:38:36;Accepted;In Progress; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-28 11:23:39;Accepted;Wait; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-04-10 08:50:05;Completed;Closed; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Krzysztof
1-702304430;High;2012-03-26 08:57:30;Accepted;In Progress; C;C_6;G268;3rd;PROD802;se;Sweden;Christer
1-702304430;High;2012-05-09 15:34:19;Completed;Closed; C;C_6;G268;3rd;PROD802;se;Sweden;Christer
1-702482271;High;2012-03-26 13:37:13;Queued;Awaiting Assignment; C;C_6;G268;3rd;PROD805;se;Sweden;Vesa
1-703190797;Medium;2012-03-29 09:02:18;Accepted;In Progress; C;V3_2;G365;1st;PROD815;se;Sweden;Jonas
1-703190797;Medium;2012-03-29 09:02:48;Queued;Awaiting Assignment; C;E_5;G92;1st;PROD815;se;INDIA;Vinodhkumar
1-703190797;Medium;2012-03-29 10:46:21;Accepted;In Progress; C;E_4;G88;2nd;PROD815;se;Sweden;J÷rgen
1-703383433;Medium;2012-03-27 15:03:01;Accepted;In Progress; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-703383433;Medium;2012-05-10 21:03:08;Accepted;In Progress; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-703383433;Medium;2012-05-10 21:04:17;Completed;Closed; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-703399394;Medium;2012-03-27 15:12:29;Accepted;In Progress; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-27 15:18:11;Queued;Awaiting Assignment; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-28 14:14:49;Accepted;In Progress; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-28 14:14:54;Completed;Closed; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-703540157;Medium;2012-03-27 19:05:42;Accepted;In Progress; C;E_7;G165;2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-03-27 19:14:23;Queued;Awaiting Assignment; C;E_7;G165;2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-03-27 19:23:26;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-03-30 11:09:42;Accepted;In Progress; B;E_10;G230;2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-04-10 09:35:35;Queued;Awaiting Assignment; C;E_7;G165;2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09 05:09:41;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD671;in;Sweden;Praveen
1-703540157;Medium;2012-05-09 05:30:00;Accepted;In Progress; C;E_10;G271;2nd;PROD671;in;Sweden;Umar Farooque
1-703540157;Medium;2012-05-09 05:51:24;Queued;Awaiting Assignment; C;E_7;G165;2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09 12:16:46;Accepted;In Progress; C;E_7;G165;2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09 13:39:11;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-05-10 02:32:47;Accepted;In Progress; B;E_10;G230;2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-10 02:33:05;Accepted;Wait; B;E_10;G230;2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-10 06:22:45;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-05-15 22:58:03;Accepted;In Progress; B;E_10;G230;2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-25 16:36:31;Completed;Closed; B;E_10;G230;2nd;PROD671;in;INDIA;Rijin
1-704229584;Medium;2012-03-28 16:06:47;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Sweden;J÷rgen
1-704229584;Medium;2012-05-09 07:56:41;Completed;Closed; C;E_1;G55;2nd;PROD745;be;Sweden;J÷rgen
1-704650867;High;2012-03-29 07:29:34;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-704650867;High;2012-03-29 07:38:26;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-704650867;High;2012-03-29 08:36:58;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Partha
1-704650867;High;2012-03-29 08:38:10;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-704650867;High;2012-03-29 12:36:59;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-704650867;High;2012-04-20 14:46:23;Accepted;Wait; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-704650867;High;2012-05-04 13:51:55;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-704703712;High;2012-03-29 10:00:19;Accepted;In Progress; C;E_1;G55;2nd;PROD597;be;Belgium;Peter
1-704703712;High;2012-03-29 10:09:15;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD597;be;Belgium;Peter
1-704977245;High;2012-03-29 15:39:14;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-704977245;High;2012-03-29 15:49:03;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-704977245;High;2012-03-29 16:05:00;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-704977245;High;2012-04-25 16:57:01;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-705847575;Low;2012-03-30 13:30:47;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-705847575;Low;2012-03-30 13:37:12;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-706866666;Low;2012-04-02 10:41:55;Accepted;In Progress; A2;A2_3;S35;2nd;PROD551;se;Sweden;Ann-Charlotte
1-706866666;Low;2012-04-11 09:26:26;Completed;Closed; A2;A2_3;S35;2nd;PROD551;se;Sweden;Ann-Charlotte
1-706988783;High;2012-04-02 14:07:28;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-706988783;High;2012-05-09 12:51:26;Completed;Closed; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-707300171;Low;2012-04-02 18:18:47;Accepted;In Progress; C;E_4;G88;2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-02 18:19:30;Accepted;In Progress; C;E_4;G88;2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-03 12:41:51;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-04 16:03:53;Queued;Awaiting Assignment; C;E_10;G263;2nd;PROD802;in;Sweden;Prasad
1-707300171;Low;2012-04-10 12:43:12;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-16 11:50:45;Accepted;Assigned; C;E_4;G88;2nd;PROD802;in;INDIA;Hineesh
1-707300171;Low;2012-04-17 22:37:25;Queued;Awaiting Assignment; C;E_10;G263;2nd;PROD802;in;Sweden;Prasad
1-707300171;Low;2012-04-18 07:32:42;Accepted;In Progress; C;E_10;G263;2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-17 15:45:11;Accepted;In Progress; C;E_10;G263;2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-17 16:01:19;Accepted;Wait; C;E_10;G263;2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-22 10:32:42;Completed;Closed; C;E_10;G263;2nd;PROD802;in;Sweden;Jitender
1-707623601;Medium;2012-04-03 09:10:52;Accepted;In Progress; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-707623601;Medium;2012-04-03 10:01:40;Accepted;Wait; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-707623601;Medium;2012-04-03 11:17:36;Completed;Closed; C;E_5;G75;1st;PROD327;in;INDIA;Mohsin
1-707693471;Medium;2012-04-03 11:14:09;Accepted;In Progress; B;E_10;G230;2nd;PROD424;in;INDIA;Aneesh V
1-707693471;Medium;2012-04-09 20:28:59;Completed;Closed; B;E_10;G230;2nd;PROD424;in;INDIA;Aneesh V
1-707704098;Low;2012-04-03 11:24:46;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-707704098;Low;2012-05-04 12:46:53;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-708716045;Medium;2012-04-04 12:02:46;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-708716045;Medium;2012-04-18 08:08:02;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-709552565;High;2012-04-05 12:13:51;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-709552565;High;2012-04-05 12:37:38;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-709552565;High;2012-04-05 12:41:57;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Pankaj
1-709552565;High;2012-04-17 16:23:51;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-710109531;Medium;2012-04-06 11:11:21;Accepted;In Progress; A2;A2_2;T13;2nd;PROD200;fr;POLAND;Anna
1-710109531;Medium;2012-04-06 13:26:37;Completed;Closed; A2;A2_2;T13;2nd;PROD200;fr;POLAND;Anna
1-710114300;High;2012-04-06 10:34:34;Accepted;In Progress; C;E_10;G271;2nd;PROD802;fr;Sweden;Praveen
1-710114300;High;2012-04-06 10:45:33;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;fr;Sweden;Praveen
1-710114300;High;2012-04-06 11:10:47;Accepted;In Progress; C;E_10;G271;2nd;PROD802;fr;Sweden;Pankaj
1-710114300;High;2012-04-06 11:11:37;Accepted;Assigned; C;E_10;G271;2nd;PROD802;fr;Sweden;Raja
1-710114300;High;2012-04-06 12:54:31;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;fr;Sweden;Martin
1-710114300;High;2012-04-10 15:54:26;Accepted;In Progress; C;C_6;G273;3rd;PROD802;fr;France;Aurelien
1-710114300;High;2012-04-10 16:05:50;Queued;Awaiting Assignment; C;E_6;V29;2nd;PROD802;fr;France;Bruno
1-710114300;High;2012-04-16 10:18:09;Accepted;In Progress; C;E_6;V29;2nd;PROD802;fr;France;Bruno
1-712856449;Medium;2012-04-09 07:37:33;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;Sweden;Inger
1-712856449;Medium;2012-04-09 07:39:47;Queued;Awaiting Assignment; C;C_3;G211;3rd;PROD325;se;Sweden;Inger
1-712856449;Medium;2012-04-09 08:02:57;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-712856449;Medium;2012-04-16 10:59:43;Completed;Closed; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-713106267;Major;2012-04-10 01:03:09;Accepted;In Progress; B;E_6;S4;2nd;PROD436;br;Brazil;Thiago
1-713106267;Major;2012-05-15 22:33:02;Accepted;In Progress; B;E_6;S4;2nd;PROD436;br;Brazil;Thiago
1-713106267;Major;2012-05-15 22:46:34;Completed;Closed; B;E_6;S4;2nd;PROD436;br;Brazil;Thiago
1-715638561;High;2012-04-10 12:37:14;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-715638561;High;2012-04-10 12:44:34;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-715638561;High;2012-04-10 13:09:18;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
